long;lat;nro_registro;tipo_activ;comuna;manzana;calle_nombre;calle_altura;calle_chapa;direccion_normalizada;ubicacion;nombre_cientifico;ancho_acera;estado_plantera;ubicacion_plantera;nivel_plantera;diametro_altura_pecho;altura_arbol;geometry;index_right;BARRIO;COMUNA
;;168841;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3142.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;81.0;23.0;;;;
;;168844;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3150.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;83.0;23.0;;;;
;;168845;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3174.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Elevada;69.0;21.0;;;;
;;168847;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3140.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;63.0;23.0;;;;
;;168850;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3168.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;64.0;23.0;;;;
;;168851;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3112.0;;LA;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;52.0;22.0;;;;
;;168854;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3160.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;64.0;21.0;;;;
;;168856;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3180.0;;LA;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;48.0;18.0;;;;
;;168858;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3180.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;63.0;20.0;;;;
;;168859;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3136.0;;Exacta;Liquidambar styraciflua;4.4;Ocupada;Regular;Bajo nivel;5.0;4.0;;;;
;;170166;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3167.0;;LD;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;61.0;23.0;;;;
;;170167;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3185.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;62.0;19.0;;;;
;;170169;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3135.0;;Exacta;Liquidambar styraciflua;4.4;Ocupada;Regular;A nivel;4.0;3.0;;;;
;;170170;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3197.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;37.0;14.0;;;;
;;170171;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3191.0;;Exacta;No identificado;4.4;Ocupada;Regular;Elevada;46.0;6.0;;;;
;;170172;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3167.0;;Exacta;Ficus benjamina;4.4;Ocupada;Regular;Elevada;10.0;6.0;;;;
;;170175;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3167.0;;LA;Ficus benjamina;4.4;Ocupada;Regular;Elevada;46.0;14.0;;;;
;;170176;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3141.0;;Exacta;No identificado;4.4;Ocupada;Regular;A nivel;0.0;;;;;
;;170714;Lineal;11;;Justo Juan Bautista Av.;4000.0;4029.0;;Exacta;Jacaranda mimosifolia;3.5;Sobreocupada;Regular;Bajo nivel;26.0;9.0;;;;
;;170717;Lineal;11;;Justo Juan Bautista Av.;4000.0;4019.0;;Exacta;Fraxinus pennsylvanica;3.5;Ocupada;Regular;Bajo nivel;11.0;6.0;;;;
;;170720;Lineal;11;;Justo Juan Bautista Av.;4000.0;4055.0;;Exacta;Platanus x acerifolia;3.5;Ocupada;Regular;Elevada;50.0;11.0;;;;
;;170722;Lineal;11;;Justo Juan Bautista Av.;4000.0;4019.0;;LD;Fraxinus pennsylvanica;3.5;Ocupada;Regular;A nivel;9.0;4.0;;;;
;;170984;Lineal;11;;Magariños Cervantes Alejandro;2400.0;2500.0;;LD;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;34.0;11.0;;;;
;;171252;Lineal;11;;Vilardebó Teodoro ;1800.0;18.0;;Exacta;Citrus limon;4.4;Ocupada;Regular;Bajo nivel;15.0;5.0;;;;
;;169384;Lineal;11;;Justo Juan Bautista Av.;5500.0;5542.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;65.0;25.0;;;;
;;169386;Lineal;11;;Justo Juan Bautista Av.;5500.0;5550.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Ochava;A nivel;74.0;26.0;;;;
;;170183;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3101.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;67.0;21.0;;;;
;;170189;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3111.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;54.0;19.0;;;;
;;170728;Lineal;11;;Justo Juan Bautista Av.;4000.0;4073.0;;Exacta;Fraxinus pennsylvanica;3.5;Ocupada;Regular;Elevada;6.0;3.0;;;;
;;170729;Lineal;11;;Justo Juan Bautista Av.;4000.0;4037.0;;Exacta;Platanus x acerifolia;3.5;Ocupada;Regular;Bajo nivel;60.0;7.0;;;;
;;171538;Lineal;11;;Justo Juan Bautista Av.;5600.0;5621.0;;LD;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;66.0;18.0;;;;
;;170203;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3131.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;76.0;21.0;;;;
;;170208;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3125.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;53.0;20.0;;;;
;;170213;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3125.0;;LA;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;55.0;16.0;;;;
;;171031;Lineal;11;;Magariños Cervantes Alejandro;2400.0;2486.0;;Exacta;Fraxinus pennsylvanica;4.4;Sobreocupada;Regular;A nivel;25.0;11.0;;;;
;;171033;Lineal;11;;Magariños Cervantes Alejandro;2400.0;2442.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;21.0;5.0;;;;
;;171034;Lineal;11;;Magariños Cervantes Alejandro;2400.0;2416.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;30.0;11.0;;;;
;;171035;Lineal;11;;Magariños Cervantes Alejandro;2400.0;2436.0;;Exacta;Liquidambar styraciflua;4.4;Ocupada;Regular;A nivel;3.0;3.0;;;;
;;171036;Lineal;11;;Magariños Cervantes Alejandro;2400.0;2500.0;;LD;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;5.0;6.0;;;;
;;171037;Lineal;11;;Magariños Cervantes Alejandro;2400.0;2426.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;26.0;10.0;;;;
;;169157;Lineal;11;;Vías Ferrocarril G.B.Mitre;1700.0;1746.0;;Exacta;Fraxinus pennsylvanica;3.2;Sobreocupada;Regular;Elevada;25.0;11.0;;;;
;;169160;Lineal;11;;Vías Ferrocarril G.B.Mitre;1700.0;1718.0;;Exacta;Fraxinus pennsylvanica;3.2;Ocupada;Regular;Elevada;23.0;6.0;;;;
;;169162;Lineal;11;;Vías Ferrocarril G.B.Mitre;1700.0;1788.0;;Exacta;Albizia julibrissin;3.2;Ocupada;Regular;A nivel;20.0;8.0;;;;
;;170245;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2949.0;;Exacta;No identificado;4.4;Ocupada;Regular;Elevada;9.0;4.0;;;;
;;170246;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2907.0;;LA;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;14.0;10.0;;;;
;;170247;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2971.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Elevada;33.0;15.0;;;;
;;171048;Lineal;11;;Magariños Cervantes Alejandro;2400.0;2486.0;;Exacta;Callistemon citrinus;4.4;Sobreocupada;Regular;A nivel;12.0;4.0;;;;
;;168683;Lineal;11;;Justo Juan Bautista Av.;5000.0;5008.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;89.0;12.0;;;;
;;170248;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2907.0;;Exacta;Ficus benjamina;4.4;Sobreocupada;Regular;A nivel;16.0;10.0;;;;
;;170250;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2921.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;6.0;8.0;;;;
;;170251;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2985.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;18.0;11.0;;;;
;;170252;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2979.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;38.0;18.0;;;;
;;170253;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2911.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;7.0;9.0;;;;
;;170255;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2907.0;;Exacta;Citrus aurantium;4.4;Sobreocupada;Regular;A nivel;5.0;3.0;;;;
;;170256;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2987.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;14.0;11.0;;;;
;;170257;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2929.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;39.0;13.0;;;;
;;170258;Lineal;11;;Magariños Cervantes Alejandro;2900.0;2949.0;;LD;Ficus benjamina;4.4;Ocupada;Regular;Elevada;47.0;13.0;;;;
;;168696;Lineal;11;;Justo Juan Bautista Av.;5000.0;5074.0;;LD;Fraxinus pennsylvanica;3;Ocupada;Regular;Elevada;41.0;11.0;;;;
;;168700;Lineal;11;;Justo Juan Bautista Av.;5000.0;5074.0;;LA;Fraxinus pennsylvanica;3;Sobreocupada;Regular;Elevada;38.0;10.0;;;;
;;168704;Lineal;11;;Justo Juan Bautista Av.;5000.0;5074.0;;LA;Citrus limon;3;Sobreocupada;Regular;Elevada;19.0;2.0;;;;
;;168707;Lineal;11;;Justo Juan Bautista Av.;5000.0;5084.0;;LD;Fraxinus pennsylvanica;3;Ocupada;Regular;A nivel;27.0;10.0;;;;
;;168708;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1623.0;;Exacta;Ficus benjamina;4.4;Ocupada;Regular;Elevada;24.0;8.0;;;;
;;168709;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1683.0;;LA;No identificado;4.4;Ocupada;Regular;Elevada;30.0;6.0;;;;
;;168710;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1683.0;;LA;Acacia visco;4.4;Ocupada;Regular;;58.0;15.0;;;;
;;168711;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1683.0;;LA;Ficus benjamina;4.4;Ocupada;Regular;Elevada;1.0;;;;;
;;168712;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1643.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;Elevada;22.0;10.0;;;;
;;168713;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1683.0;;LA;No identificado;4.4;Ocupada;Regular;Elevada;10.0;;;;;
;;168715;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1629.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;52.0;15.0;;;;
;;169477;Lineal;11;;Justo Juan Bautista Av.;5900.0;5957.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;0.0;;;;;
;;169478;Lineal;11;;Justo Juan Bautista Av.;5900.0;5935.0;;Exacta;Platanus x acerifolia;2.8;Sobreocupada;Regular;Elevada;24.0;8.0;;;;
;;169479;Lineal;11;;Justo Juan Bautista Av.;5900.0;5987.0;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;34.0;9.0;;;;
;;169482;Lineal;11;;Justo Juan Bautista Av.;5900.0;5903.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;Elevada;71.0;17.0;;;;
;;170014;Lineal;11;;Cuenca;900.0;9971.0;;LD;Melia azedarach;4.4;Sobreocupada;Ochava;A nivel;73.0;10.0;;;;
;;171097;Lineal;11;;Magariños Cervantes Alejandro;2400.0;2420.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;28.0;10.0;;;;
;;172114;Lineal;11;;Justo Juan Bautista Av.;5300.0;5363.0;;Exacta;Syagrus romanzoffiana;2.8;Ocupada;Regular;A nivel;4.0;2.0;;;;
;;168716;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1671.0;;LA;Citrus reticulata;4.4;Ocupada;Regular;Elevada;12.0;4.0;;;;
;;168717;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1671.0;;Exacta;Citrus sinensis;4.4;Ocupada;Regular;A nivel;18.0;5.0;;;;
;;168721;Lineal;11;;Justo Juan Bautista Av.;5000.0;5096.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;42.0;12.0;;;;
;;168733;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1609.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;17.0;10.0;;;;
;;168735;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1609.0;;LD;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;30.0;14.0;;;;
;;168746;Lineal;11;;Magariños Cervantes Alejandro;1600.0;1619.0;;Exacta;Fraxinus excelsior;4.4;Ocupada;Regular;A nivel;32.0;14.0;;;;
;;168483;Lineal;11;;Justo Juan Bautista Av.;5500.0;5534.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;68.0;24.0;;;;
;;170618;Lineal;11;;Justo Juan Bautista Av.;4500.0;4551.0;;Exacta;Platanus x acerifolia;2.5;Ocupada;Regular;A nivel;63.0;16.0;;;;
;;170629;Lineal;11;;Justo Juan Bautista Av.;4500.0;4533.0;;Exacta;Platanus x acerifolia;2.5;Ocupada;Regular;A nivel;84.0;18.0;;;;
;;170640;Lineal;11;;Justo Juan Bautista Av.;4500.0;4521.0;;Exacta;Platanus x acerifolia;2.5;Ocupada;Regular;A nivel;71.0;19.0;;;;
;;172951;Lineal;11;;Justo Juan Bautista Av.;6200.0;6255.0;;Exacta;Citrus reticulata;2.8;Sobreocupada;Regular;A nivel;20.0;3.0;;;;
;;172953;Lineal;11;;Justo Juan Bautista Av.;6200.0;6255.0;;Exacta;Fraxinus pennsylvanica;2.8;Sobreocupada;Regular;A nivel;24.0;9.0;;;;
;;173233;Lineal;11;;Justo Juan Bautista Av.;5300.0;5304.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;15.0;9.0;;;;
;;173234;Lineal;11;;Justo Juan Bautista Av.;5300.0;5356.0;;LD;Citrus reticulata;2.8;Sobreocupada;Regular;Elevada;11.0;6.0;;;;
;;174794;Lineal;11;;Justo Juan Bautista Av.;5700.0;5787.0;;Exacta;Ficus benjamina;2.8;Ocupada;Regular;A nivel;38.0;7.0;;;;
;;174795;Lineal;11;;Justo Juan Bautista Av.;5700.0;5735.0;;Exacta;Syagrus romanzoffiana;2.8;Ocupada;Regular;A nivel;25.0;7.0;;;;
;;174796;Lineal;11;;Justo Juan Bautista Av.;5700.0;5789.0;;Exacta;Ficus benjamina;2.8;Ocupada;Regular;A nivel;31.0;8.0;;;;
;;172968;Lineal;11;;Justo Juan Bautista Av.;6200.0;6249.0;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;42.0;8.0;;;;
;;173236;Lineal;11;;Justo Juan Bautista Av.;5300.0;5322.0;;Exacta;Acer negundo;2.8;Ocupada;Regular;A nivel;40.0;7.0;;;;
;;173237;Lineal;11;;Justo Juan Bautista Av.;5300.0;5356.0;;LD;Ficus benjamina;2.8;Sobreocupada;Regular;Elevada;56.0;4.0;;;;
;;173238;Lineal;11;;Justo Juan Bautista Av.;5300.0;5398.0;;Exacta;Jacaranda mimosifolia;2.8;Ocupada;Regular;A nivel;23.0;7.0;;;;
;;173241;Lineal;11;;Justo Juan Bautista Av.;5300.0;5330.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;34.0;12.0;;;;
;;173243;Lineal;11;;Justo Juan Bautista Av.;5300.0;5356.0;;LA;No identificado;2.8;Ocupada;Regular;Elevada;0.0;;;;;
;;173245;Lineal;11;;Justo Juan Bautista Av.;5300.0;5376.0;;Exacta;Lagerstroemia indica;2.8;Ocupada;Regular;A nivel;6.0;4.0;;;;
;;173763;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2641.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;82.0;21.0;;;;
;;174800;Lineal;11;;Justo Juan Bautista Av.;5700.0;5727.0;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;42.0;4.0;;;;
;;174801;Lineal;11;;Justo Juan Bautista Av.;5700.0;5783.0;;Exacta;Ficus benjamina;2.8;Ocupada;Regular;A nivel;29.0;5.0;;;;
;;174802;Lineal;11;;Justo Juan Bautista Av.;5700.0;5761.0;;LA;Ficus benjamina;2.8;Ocupada;Regular;A nivel;31.0;6.0;;;;
;;174803;Lineal;11;;Justo Juan Bautista Av.;5700.0;5751.0;;Exacta;Syagrus romanzoffiana;2.8;Ocupada;Regular;A nivel;26.0;6.0;;;;
;;174804;Lineal;11;;Justo Juan Bautista Av.;5700.0;5749.0;;Exacta;Syagrus romanzoffiana;2.8;Ocupada;Regular;A nivel;29.0;6.0;;;;
;;174805;Lineal;11;;Justo Juan Bautista Av.;5700.0;5757.0;;Exacta;Syagrus romanzoffiana;2.8;Ocupada;Regular;A nivel;23.0;8.0;;;;
;;174806;Lineal;11;;Justo Juan Bautista Av.;5700.0;5743.0;;Exacta;Syagrus romanzoffiana;2.8;Ocupada;Regular;A nivel;15.0;2.0;;;;
;;172989;Lineal;11;;Justo Juan Bautista Av.;6200.0;6213.0;;Exacta;Liquidambar styraciflua;2.8;Ocupada;Regular;A nivel;6.0;3.0;;;;
;;173775;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2633.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;Elevada;78.0;20.0;;;;
;;173001;Lineal;11;;Bufano Alfredo R.;2200.0;22333.0;;LD;Fraxinus pennsylvanica;4.4;Ocupada;Ochava;Bajo nivel;42.0;13.0;;;;
;;173790;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2621.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;65.0;19.0;;;;
;;172755;Lineal;11;;Justo Juan Bautista Av.;5000.0;5037.0;;LA;Liquidambar styraciflua;2.8;Ocupada;Regular;A nivel;9.0;2.0;;;;
;;172756;Lineal;11;;Justo Juan Bautista Av.;5000.0;5033.0;;Exacta;Ficus benjamina;2.8;Ocupada;Regular;Elevada;41.0;10.0;;;;
;;173025;Lineal;11;;Justo Juan Bautista Av.;6200.0;6214.0;;LD;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;65.0;14.0;;;;
;;173029;Lineal;11;;Justo Juan Bautista Av.;6200.0;6226.0;;Exacta;Ficus benjamina;2.8;Ocupada;Regular;Elevada;22.0;4.0;;;;
;;173030;Lineal;11;;Justo Juan Bautista Av.;6200.0;6246.0;;Exacta;Ficus benjamina;2.8;Ocupada;Regular;A nivel;54.0;7.0;;;;
;;173031;Lineal;11;;Justo Juan Bautista Av.;6200.0;6276.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;45.0;12.0;;;;
;;173033;Lineal;11;;Justo Juan Bautista Av.;6200.0;6260.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;Bajo nivel;69.0;12.0;;;;
;;173819;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2603.0;;LA;Platanus x acerifolia;4.4;Sobreocupada;Regular;Elevada;43.0;17.0;;;;
;;175408;Lineal;11;;Escalada de San Martín Remedios ;2700.0;27493.0;;LD;Fraxinus pennsylvanica;4.4;Ocupada;Regular;Bajo nivel;22.0;10.0;;;;
;;173322;Lineal;11;;Justo Juan Bautista Av.;5500.0;5543.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;112.0;29.0;;;;
;;173838;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2603.0;;LA;No identificado;4.4;Sobreocupada;Regular;Elevada;12.0;4.0;;;;
;;173860;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2603.0;;LA;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;67.0;21.0;;;;
;;173870;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2603.0;;Exacta;Eriobotrya japonica;4.4;Ocupada;Regular;A nivel;24.0;7.0;;;;
;;173099;Lineal;11;;Justo Juan Bautista Av.;6200.0;6282.0;;LA;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;25.0;7.0;;;;
;;173874;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2660.0;;;Melia azedarach;4.4;Ocupada;Regular;A nivel;78.0;17.0;;;;
;;173875;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2654.0;;Exacta;Ulmus pumila;4.4;Ocupada;Regular;A nivel;73.0;17.0;;;;
;;173877;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2644.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;46.0;17.0;;;;
;;174714;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2672.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;46.0;16.0;;;;
;;174715;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2678.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;69.0;17.0;;;;
;;176303;Lineal;11;;Millán;1700.0;1710.0;;LD;Lagerstroemia indica;1.5;Ocupada;Regular;A nivel;19.0;5.0;;;;
;;176304;Lineal;11;;Millán;1700.0;1718.0;;Exacta;Fraxinus pennsylvanica;1.5;Ocupada;Regular;A nivel;24.0;8.0;;;;
;;176305;Lineal;11;;Millán;1700.0;1724.0;;LA;Fraxinus pennsylvanica;1.5;Ocupada;Regular;A nivel;14.0;8.0;;;;
;;176306;Lineal;11;;Millán;1700.0;1730.0;;Exacta;Citrus sinensis;1.5;Ocupada;Regular;Elevada;20.0;4.0;;;;
;;176307;Lineal;11;;Millán;1700.0;1730.0;;LA;Citrus limon;1.5;Ocupada;Regular;Elevada;18.0;4.0;;;;
;;176308;Lineal;11;;Millán;1700.0;1772.0;;LD;Fraxinus pennsylvanica;1.5;Ocupada;Regular;A nivel;36.0;8.0;;;;
;;176310;Lineal;11;;Millán;1700.0;1724.0;;Exacta;Fraxinus pennsylvanica;1.5;Ocupada;Regular;A nivel;7.0;4.0;;;;
;;176315;Lineal;11;;Millán;1700.0;1776.0;;Exacta;Callistemon citrinus;1.5;Ocupada;Regular;Elevada;19.0;3.0;;;;
;;174731;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2686.0;;;Citrus limon;4.4;Ocupada;Regular;A nivel;5.0;3.0;;;;
;;175271;Lineal;11;;Justo Juan Bautista Av.;5900.0;5902.0;;LA;Syagrus romanzoffiana;3.6;Ocupada;Regular;Elevada;20.0;6.0;;;;
;;176335;Lineal;11;;Millán;1700.0;1776.0;;LA;Callistemon citrinus;1.5;Ocupada;;Elevada;18.0;3.0;;;;
;;173442;Lineal;11;;Justo Juan Bautista Av.;5600.0;5621.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;48.0;15.0;;;;
;;173685;Lineal;11;;Magariños Cervantes Alejandro;2647.0;2647.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;89.0;22.0;;;;
;;173686;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2693.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;76.0;19.0;;;;
;;173688;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2645.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;44.0;19.0;;;;
;;173690;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2671.0;;;Liquidambar styraciflua;4.4;Ocupada;Regular;Elevada;9.0;3.0;;;;
;;173691;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2676.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;92.0;19.0;;;;
;;173692;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2665.0;;;Ficus benjamina;4.4;Ocupada;Regular;A nivel;8.0;2.0;;;;
;;173944;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2636.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;57.0;18.0;;;;
;;173945;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2648.0;;;Fraxinus excelsior;4.4;Ocupada;Regular;A nivel;32.0;9.0;;;;
;;174733;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2694.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;79.0;7.0;;;;
;;175276;Lineal;11;;Justo Juan Bautista Av.;5900.0;5912.0;;Exacta;Ficus benjamina;3.6;Ocupada;Regular;A nivel;21.0;4.0;;;;
;;175278;Lineal;11;;Justo Juan Bautista Av.;5900.0;5932.0;;Exacta;Platanus x acerifolia;3.6;Ocupada;Regular;A nivel;39.0;9.0;;;;
;;175286;Lineal;11;;Justo Juan Bautista Av.;5900.0;5978.0;;Exacta;Platanus x acerifolia;3.6;Ocupada;Regular;A nivel;76.0;13.0;;;;
;;173446;Lineal;11;;Justo Juan Bautista Av.;5600.0;5663.0;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;Elevada;13.0;6.0;;;;
;;173962;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2608.0;;;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;78.0;17.0;;;;
;;173965;Lineal;11;;Magariños Cervantes Alejandro;2600.0;2654.0;;LD;Melia azedarach;4.4;Ocupada;Regular;A nivel;10.0;6.0;;;;
;;175291;Lineal;11;;Justo Juan Bautista Av.;5900.0;5980.0;;Exacta;Fraxinus pennsylvanica;3.6;Ocupada;Regular;A nivel;12.0;5.0;;;;
;;175295;Lineal;11;;Justo Juan Bautista Av.;5900.0;5990.0;;Exacta;Fraxinus pennsylvanica;3.6;Ocupada;Regular;A nivel;32.0;7.0;;;;
;;176366;Lineal;11;;Justo Juan Bautista Av.;4600.0;4645.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;14.0;7.0;;;;
;;176371;Lineal;11;;Justo Juan Bautista Av.;4600.0;4653.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A nivel;69.0;15.0;;;;
;;172928;Lineal;11;;Justo Juan Bautista Av.;5200.0;5244.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;75.0;20.0;;;;
;;172934;Lineal;11;;Justo Juan Bautista Av.;5200.0;5206.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;80.0;23.0;;;;
;;172937;Lineal;11;;Justo Juan Bautista Av.;5200.0;5216.0;;Exacta;Liquidambar styraciflua;2.8;Ocupada;Regular;A nivel;3.0;3.0;;;;
